review_id,current_plan_start,days_subscribed,date_reviewed,pay_freq,level,rating,first_level
70597,2022-02-03,29,2022-03-04,Yearly,Premium,4,Premium
33401,2022-11-15,182,2023-05-16,,Free,4,Free
50309,2022-08-22,18,2022-09-09,,Free,4,Premium
31737,2022-05-06,340,2023-04-11,,Free,4,Free
63479,2022-01-01,258,2022-09-16,Yearly,Standard,3,Standard
61756,2022-05-26,369,2023-05-30,,Free,1,Free
38723,2022-02-12,155,2022-07-17,Yearly,Standard,3,Standard
26476,2022-04-16,191,2022-10-24,Yearly,Standard,2,Premium
52625,2022-10-21,0,2022-10-21,,Free,3,Standard
10246,2022-05-12,273,2023-02-09,Monthly,Standard,3,Standard
35196,2022-03-18,2,2022-03-20,,Free,5,Free
24865,2022-05-21,25,2022-06-15,,Free,4,Free
88205,2022-09-09,385,2023-09-29,,Free,5,Free
49374,2022-08-26,230,2023-04-13,Monthly,Standard,3,Free
46468,2022-06-03,351,2023-05-20,,Free,2,Free
49496,2022-07-22,607,2024-03-20,Yearly,Premium,4,Free
73292,2022-01-18,504,2023-06-06,,Free,4,Free
70326,2022-01-06,27,2022-02-02,Yearly,Standard,2,Standard
19271,2022-08-20,703,2024-07-23,,Free,4,Free
29056,2022-11-22,726,2024-11-17,,Free,5,Free
75694,2022-04-09,286,2023-01-20,Yearly,Premium,5,Standard
59459,2022-01-31,76,2022-04-17,,Free,4,Free
21696,2022-08-29,37,2022-10-05,Yearly,Premium,5,Premium
35203,2022-04-28,217,2022-12-01,,Free,5,Standard
53718,2022-05-17,379,2023-05-31,,Free,4,Free
27546,2022-12-03,692,2024-10-25,Monthly,Standard,5,Free
77111,2022-06-10,2,2022-06-12,Monthly,Premium,4,Free
62677,2022-03-06,61,2022-05-06,Yearly,Premium,5,Premium
33102,2022-06-21,171,2022-12-09,,Free,5,Free
40725,2022-07-13,275,2023-04-14,,Free,5,Free
37184,2022-10-22,707,2024-09-28,,Free,1,Standard
55891,2022-04-13,496,2023-08-22,,Free,4,Premium
54493,2022-06-28,7,2022-07-05,,Free,1,Free
58584,2022-11-23,609,2024-07-24,Monthly,Standard,4,Premium
61419,2022-06-09,242,2023-02-06,Monthly,Standard,2,Standard
60856,2022-11-11,127,2023-03-18,Yearly,Premium,2,Premium
79089,2022-03-14,579,2023-10-14,,Free,1,Free
47274,2022-06-25,678,2024-05-03,,Free,2,Free
65780,2022-08-13,160,2023-01-20,,Free,4,Free
77829,2022-06-29,193,2023-01-08,,Free,3,Free
80075,2022-09-19,291,2023-07-07,Yearly,Standard,3,Free
28081,2022-04-03,620,2023-12-14,Yearly,Premium,1,Standard
96246,2022-07-29,660,2024-05-19,,Free,5,Free
67434,2022-03-04,749,2024-03-22,,Free,4,Free
85792,2022-05-20,536,2023-11-07,Yearly,Standard,2,Free
13169,2022-05-25,324,2023-04-14,,Free,4,Premium
34591,2022-11-25,0,2022-11-25,Yearly,Standard,1,Free
86555,2022-10-17,617,2024-06-25,,Free,5,Free
61933,2022-02-20,59,2022-04-20,Monthly,Premium,4,Premium
96217,2022-06-29,424,2023-08-27,Monthly,Standard,5,Free
51702,2022-01-27,59,2022-03-27,,Free,4,Free
22689,2022-07-12,212,2023-02-09,,Free,4,Free
87168,2022-07-26,667,2024-05-23,,Free,3,Premium
70477,2022-05-25,0,2022-05-25,Monthly,Premium,1,Free
64862,2022-01-08,401,2023-02-13,Monthly,Premium,2,Premium
36347,2022-06-25,173,2022-12-15,Yearly,Standard,2,Free
11594,2022-10-29,33,2022-12-01,Yearly,Premium,3,Premium
94538,2022-12-18,574,2024-07-14,,Free,4,Premium
13833,2022-05-19,3,2022-05-22,,Free,4,Standard
82695,2022-12-01,129,2023-04-09,,Free,5,Premium
15962,2022-03-20,2,2022-03-22,Yearly,Standard,2,Standard
52738,2022-03-06,433,2023-05-13,Monthly,Standard,3,Standard
15496,2022-10-04,85,2022-12-28,,Free,4,Free
84224,2022-05-23,77,2022-08-08,Monthly,Standard,2,Free
89767,2022-06-20,470,2023-10-03,,Free,2,Standard
51035,2022-08-03,154,2023-01-04,,Free,5,Free
72451,2022-11-15,5,2022-11-20,Yearly,Premium,1,Free
18667,2022-07-19,40,2022-08-28,Yearly,Standard,2,Free
90516,2022-10-13,234,2023-06-04,,Free,4,Free
62556,2022-05-06,46,2022-06-21,Yearly,Premium,5,Standard
83639,2022-10-22,1,2022-10-23,,Free,4,Standard
23488,2022-11-10,394,2023-12-09,,Free,5,Free
29191,2022-06-12,575,2024-01-08,,Free,3,Free
13359,2022-10-22,9,2022-10-31,,Free,5,Standard
34408,2022-11-10,187,2023-05-16,Yearly,Standard,2,Standard
64878,2022-03-12,3,2022-03-15,Yearly,Premium,5,Premium
95008,2022-04-27,327,2023-03-20,,Free,5,Free
65484,2022-07-20,219,2023-02-24,,Free,4,Free
38409,2022-08-19,592,2024-04-02,Yearly,Premium,4,Premium
95292,2022-07-31,616,2024-04-07,,Free,5,Free
58118,2022-11-16,404,2023-12-25,,Free,4,Free
40061,2022-06-14,712,2024-05-26,,Free,5,Standard
92501,2022-10-17,265,2023-07-09,,Free,5,Premium
86210,2022-06-13,493,2023-10-19,Yearly,Premium,2,Free
31289,2022-12-11,587,2024-07-20,Yearly,Standard,5,Free
21027,2022-10-31,147,2023-03-27,,Free,1,Free
43696,2022-01-24,0,2022-01-24,Monthly,Standard,1,Standard
33340,2022-02-18,662,2023-12-12,Yearly,Standard,2,Standard
73796,2022-09-10,47,2022-10-27,,Free,4,Free
49569,2022-12-07,0,2022-12-07,Monthly,Standard,2,Standard
55210,2022-02-18,341,2023-01-25,,Free,5,Free
68228,2022-12-25,746,2025-01-09,,Free,4,Premium
72383,2022-02-18,653,2023-12-03,,Free,4,Free
36917,2022-11-23,205,2023-06-16,Monthly,Standard,5,Standard
22548,2022-08-18,3,2022-08-21,Yearly,Standard,4,Free
34036,2022-04-10,492,2023-08-15,Monthly,Standard,4,Standard
86712,2022-02-02,179,2022-07-31,,Free,5,Free
86505,2022-10-12,362,2023-10-09,,Free,4,Free
84844,2022-10-02,139,2023-02-18,Monthly,Premium,1,Standard
31182,2022-12-26,114,2023-04-19,Monthly,Premium,4,Premium
54917,2022-11-05,672,2024-09-07,Yearly,Standard,4,Free
64703,2022-04-04,187,2022-10-08,,Free,4,Free
32664,2022-04-02,288,2023-01-15,Yearly,Premium,5,Premium
84710,2022-11-09,180,2023-05-08,,Free,2,Standard
21899,2022-05-04,447,2023-07-25,,Free,4,Standard
13473,2022-02-22,0,2022-02-22,,Free,3,Free
53264,2022-01-16,10,2022-01-26,Yearly,Standard,3,Standard
80721,2022-02-23,132,2022-07-05,Yearly,Standard,2,Standard
80379,2022-01-22,488,2023-05-25,Yearly,Premium,3,Free
12847,2022-08-20,92,2022-11-20,Yearly,Standard,5,Standard
25593,2022-05-05,149,2022-10-01,,Free,4,Free
51693,2022-12-14,44,2023-01-27,,Free,4,Free
10948,2022-10-08,9,2022-10-17,,Free,4,Free
21081,2022-11-24,117,2023-03-21,,Free,5,Standard
45293,2022-11-08,57,2023-01-04,Yearly,Standard,3,Free
35610,2022-01-16,189,2022-07-24,,Free,2,Free
88259,2022-05-30,506,2023-10-18,,Free,5,Free
93952,2022-06-04,0,2022-06-04,,Free,1,Free
77152,2022-01-22,130,2022-06-01,Yearly,Standard,3,Standard
97826,2022-12-20,156,2023-05-25,,Free,5,Free
44636,2022-06-02,524,2023-11-08,Monthly,Standard,3,Free
93700,2022-12-04,23,2022-12-27,Yearly,Standard,3,Free
99562,2022-12-16,16,2023-01-01,Yearly,Standard,3,Free
62953,2022-08-20,700,2024-07-20,Yearly,Standard,1,Free
26438,2022-03-28,775,2024-05-11,Yearly,Standard,2,Standard
79773,2022-04-29,159,2022-10-05,Monthly,Standard,2,Free
74377,2022-04-15,8,2022-04-23,Yearly,Standard,2,Free
78127,2022-11-08,0,2022-11-08,Yearly,Premium,5,Free
78391,2022-03-11,380,2023-03-26,,Free,2,Free
99125,2022-05-15,57,2022-07-11,,Free,5,Free
67039,2022-11-06,412,2023-12-23,Yearly,Standard,4,Free
70271,2022-10-06,128,2023-02-11,Yearly,Standard,4,Free
52080,2022-08-09,38,2022-09-16,Yearly,Premium,4,Free
45197,2022-09-21,86,2022-12-16,,Free,5,Free
39807,2022-04-10,450,2023-07-04,Yearly,Standard,3,Free
17415,2022-09-22,4,2022-09-26,,Free,2,Standard
66978,2022-05-31,126,2022-10-04,Monthly,Standard,3,Free
64563,2022-03-11,6,2022-03-17,,Free,1,Free
31563,2022-05-07,708,2024-04-14,,Free,3,Premium
25336,2022-06-23,556,2023-12-31,,Free,1,Free
67801,2022-10-25,6,2022-10-31,,Free,5,Free
31770,2022-06-01,164,2022-11-12,Monthly,Premium,1,Standard
60919,2022-04-12,183,2022-10-12,,Free,4,Free
94141,2022-11-14,352,2023-11-01,Yearly,Standard,3,Standard
17013,2022-11-13,26,2022-12-09,,Free,5,Premium
41056,2022-11-03,1,2022-11-04,,Free,4,Free
96640,2022-12-31,624,2024-09-15,,Free,4,Free
86667,2022-02-12,740,2024-02-22,Monthly,Standard,1,Standard
75233,2022-03-06,142,2022-07-26,Yearly,Standard,4,Free
79581,2022-01-18,168,2022-07-05,,Free,4,Free
17204,2022-02-20,3,2022-02-23,Yearly,Premium,3,Standard
31481,2022-07-16,144,2022-12-07,,Free,4,Free
58972,2022-06-21,0,2022-06-21,,Free,4,Free
95692,2022-02-15,741,2024-02-26,,Free,4,Free
82610,2022-09-23,653,2024-07-07,Yearly,Premium,4,Free
14029,2022-09-03,9,2022-09-12,Monthly,Standard,3,Free
76147,2022-07-26,597,2024-03-14,,Free,1,Free
47021,2022-09-28,17,2022-10-15,,Free,4,Free
57598,2022-10-25,383,2023-11-12,,Free,3,Standard
80574,2022-11-16,353,2023-11-04,,Free,1,Free
69970,2022-05-02,269,2023-01-26,,Free,4,Free
81472,2022-11-30,410,2024-01-14,,Free,5,Free
53657,2022-03-29,300,2023-01-23,,Free,3,Premium
20827,2022-03-23,726,2024-03-18,Yearly,Premium,2,Premium
94714,2022-10-02,6,2022-10-08,Yearly,Standard,3,Standard
76646,2022-10-22,168,2023-04-08,,Free,5,Free
47121,2022-04-22,504,2023-09-08,,Free,1,Free
15921,2022-07-11,557,2024-01-19,Yearly,Standard,2,Free
28228,2022-05-24,209,2022-12-19,,Free,4,Free
49616,2022-01-27,430,2023-04-02,Yearly,Standard,4,Standard
48538,2022-02-18,637,2023-11-17,,Free,4,Free
28886,2022-11-21,756,2024-12-16,,Free,4,Free
21123,2022-07-20,17,2022-08-06,,Free,4,Free
22111,2022-04-01,648,2024-01-09,,Free,4,Standard
43069,2022-06-22,3,2022-06-25,,Free,4,Free
25136,2022-03-01,384,2023-03-20,,Free,4,Free
66896,2022-05-19,26,2022-06-14,Yearly,Standard,3,Free
87103,2022-02-23,665,2023-12-20,,Free,5,Free
73872,2022-02-04,88,2022-05-03,Yearly,Premium,4,Standard
23634,2022-12-23,33,2023-01-25,Yearly,Premium,5,Premium
99389,2022-03-24,505,2023-08-11,Yearly,Standard,3,Standard
85685,2022-11-21,105,2023-03-06,,Free,4,Free
97564,2022-03-06,162,2022-08-15,,Free,4,Free
66896,2022-04-26,372,2023-05-03,Yearly,Standard,3,Free
25480,2022-11-18,0,2022-11-18,,Free,4,Premium
78027,2022-05-07,0,2022-05-07,,Free,2,Free
37718,2022-04-11,602,2023-12-04,,Free,4,Free
77091,2022-09-12,38,2022-10-20,,Free,3,Free
44636,2022-01-08,283,2022-10-18,,Free,4,Free
88923,2022-04-13,240,2022-12-09,,Free,5,Free
68622,2022-10-01,24,2022-10-25,,Free,4,Free
80445,2022-11-10,42,2022-12-22,,Free,4,Free
47281,2022-08-25,129,2023-01-01,,Free,2,Free
89377,2022-11-24,431,2024-01-29,,Free,1,Free
16391,2022-09-22,190,2023-03-31,,Free,1,Free
78738,2022-01-02,0,2022-01-02,,Free,5,Free
66015,2022-01-26,376,2023-02-06,,Free,3,Free
42488,2022-01-25,30,2022-02-24,,Free,5,Free
87156,2022-01-26,22,2022-02-17,,Free,4,Free
55865,2022-01-10,27,2022-02-06,,Free,5,Free
21332,2022-09-25,208,2023-04-21,Yearly,Premium,1,Free
92031,2022-02-06,179,2022-08-04,Monthly,Standard,3,Free
74313,2022-05-02,631,2024-01-23,,Free,4,Free
37930,2022-07-17,94,2022-10-19,,Free,4,Free
34627,2022-03-18,0,2022-03-18,Yearly,Standard,1,Free
10221,2022-07-27,180,2023-01-23,Yearly,Premium,5,Free
87277,2022-08-30,138,2023-01-15,,Free,4,Free
24909,2022-09-29,33,2022-11-01,Monthly,Standard,1,Standard
70239,2022-07-29,4,2022-08-02,,Free,2,Free
50177,2022-02-14,260,2022-11-01,,Free,1,Free
52238,2022-10-16,592,2024-05-30,Yearly,Premium,5,Standard
48598,2022-11-24,752,2024-12-15,,Free,4,Free
90350,2022-03-27,311,2023-02-01,Yearly,Standard,3,Standard
37528,2022-01-18,23,2022-02-10,,Free,4,Free
48231,2022-12-30,34,2023-02-02,,Free,5,Free
72384,2022-07-09,596,2024-02-25,,Free,4,Premium
12031,2022-02-10,510,2023-07-05,,Free,4,Free
34192,2022-02-27,12,2022-03-11,,Free,5,Standard
10174,2022-08-07,34,2022-09-10,,Free,4,Free
11960,2022-02-28,0,2022-02-28,,Free,2,Free
84576,2022-02-12,331,2023-01-09,,Free,2,Free
53758,2022-11-13,6,2022-11-19,,Free,5,Standard
52681,2022-01-24,373,2023-02-01,,Free,4,Free
62377,2022-12-07,44,2023-01-20,,Free,2,Free
16177,2022-06-22,14,2022-07-06,,Free,5,Standard
27193,2022-05-31,156,2022-11-03,Yearly,Standard,3,Free
93092,2022-04-17,327,2023-03-10,,Free,4,Standard
26298,2022-05-07,7,2022-05-14,Monthly,Premium,5,Premium
98495,2022-09-11,210,2023-04-09,Yearly,Standard,3,Free
59351,2022-01-02,24,2022-01-26,Yearly,Standard,5,Standard
83464,2022-12-06,225,2023-07-19,,Free,4,Free
21330,2022-05-02,0,2022-05-02,,Free,5,Free
42681,2022-02-16,125,2022-06-21,,Free,3,Free
65440,2022-11-12,89,2023-02-09,Yearly,Standard,2,Free
37185,2022-01-13,185,2022-07-17,,Free,4,Free
16125,2022-08-30,85,2022-11-23,,Free,2,Standard
83383,2022-10-11,461,2024-01-15,,Free,3,Free
92414,2022-08-12,27,2022-09-08,,Free,2,Free
63443,2022-06-04,2,2022-06-06,,Free,4,Free
68754,2022-05-29,189,2022-12-04,Monthly,Standard,5,Free
84342,2022-08-25,100,2022-12-03,,Free,4,Free
24096,2022-02-21,18,2022-03-11,,Free,4,Free
12948,2022-08-28,398,2023-09-30,Yearly,Premium,5,Free
84897,2022-07-30,178,2023-01-24,,Free,2,Standard
97081,2022-07-03,342,2023-06-10,,Free,4,Free
53531,2022-02-22,0,2022-02-22,Yearly,Standard,2,Standard
16082,2022-06-02,0,2022-06-02,Yearly,Standard,3,Premium
19212,2022-11-14,475,2024-03-03,,Free,2,Standard
57790,2022-05-29,202,2022-12-17,Yearly,Premium,2,Free
22707,2022-09-18,147,2023-02-12,,Free,4,Standard
68386,2022-07-05,6,2022-07-11,,Free,4,Free
45934,2022-12-15,733,2024-12-17,,Free,4,Free
12655,2022-03-09,651,2023-12-20,,Free,5,Free
45661,2022-07-14,331,2023-06-10,,Free,5,Free
78124,2022-08-30,246,2023-05-03,,Free,4,Free
23413,2022-09-12,257,2023-05-27,,Free,4,Free
43806,2022-02-16,299,2022-12-12,,Free,5,Free
64491,2022-10-13,19,2022-11-01,,Free,4,Standard
79816,2022-08-01,307,2023-06-04,Yearly,Standard,5,Free
49584,2022-01-24,12,2022-02-05,,Free,4,Free
58335,2022-06-28,704,2024-06-01,Monthly,Standard,3,Free
68370,2022-04-27,108,2022-08-13,,Free,5,Free
75332,2022-03-28,70,2022-06-06,Yearly,Standard,5,Standard
16694,2022-03-11,710,2024-02-19,,Free,3,Free
81763,2022-03-06,371,2023-03-12,,Free,5,Free
52170,2022-12-26,450,2024-03-20,Monthly,Premium,3,Free
80170,2022-05-07,285,2023-02-16,Yearly,Premium,5,Free
73118,2022-10-20,44,2022-12-03,,Free,4,Free
87292,2022-04-14,43,2022-05-27,,Free,5,Free
83277,2022-12-11,398,2024-01-13,Yearly,Premium,1,Free
27110,2022-04-20,281,2023-01-26,Yearly,Standard,2,Free
42452,2022-10-12,277,2023-07-16,,Free,5,Premium
88589,2022-02-10,23,2022-03-05,,Free,4,Free
36828,2022-02-08,53,2022-04-02,Yearly,Standard,2,Standard
73789,2022-11-22,338,2023-10-26,Yearly,Standard,3,Free
31124,2022-10-03,671,2024-08-04,Yearly,Standard,2,Free
51785,2022-01-25,40,2022-03-06,Yearly,Premium,2,Standard
91928,2022-08-24,501,2024-01-07,,Free,2,Free
12566,2022-05-25,692,2024-04-16,,Free,5,Free
38165,2022-06-10,53,2022-08-02,,Free,2,Free
30723,2022-09-07,273,2023-06-07,Monthly,Premium,1,Free
11031,2022-08-13,2,2022-08-15,,Free,3,Standard
22740,2022-02-16,162,2022-07-28,,Free,3,Free
88942,2022-07-23,7,2022-07-30,Monthly,Premium,4,Premium
23180,2022-07-10,11,2022-07-21,Yearly,Premium,2,Standard
94472,2022-12-30,468,2024-04-11,Monthly,Premium,2,Standard
75765,2022-02-11,77,2022-04-29,,Free,1,Free
62229,2022-09-10,143,2023-01-31,Yearly,Standard,4,Free
43462,2022-02-18,782,2024-04-10,Monthly,Standard,3,Free
92189,2022-08-14,202,2023-03-04,Yearly,Premium,4,Free
83413,2022-07-20,99,2022-10-27,Monthly,Premium,5,Free
95700,2022-10-04,139,2023-02-20,,Free,2,Standard
68753,2022-06-23,58,2022-08-20,Yearly,Standard,3,Standard
48127,2022-07-02,56,2022-08-27,Yearly,Standard,5,Standard
79458,2022-05-27,140,2022-10-14,,Free,1,Free
63280,2022-06-27,764,2024-07-30,,Free,4,Free
93331,2022-07-07,2,2022-07-09,Monthly,Standard,2,Standard
12859,2022-05-24,0,2022-05-24,,Free,1,Standard
86900,2022-06-19,317,2023-05-02,,Free,4,Premium
56318,2022-06-04,3,2022-06-07,Yearly,Standard,1,Free
16124,2022-04-13,69,2022-06-21,,Free,5,Free
54123,2022-11-05,159,2023-04-13,Monthly,Standard,5,Standard
73231,2022-06-20,322,2023-05-08,Monthly,Premium,5,Free
48197,2022-02-23,429,2023-04-28,Yearly,Standard,2,Standard
18978,2022-02-17,16,2022-03-05,Yearly,Premium,5,Premium
14615,2022-01-01,0,2022-01-01,Yearly,Standard,1,Standard
47722,2022-03-25,30,2022-04-24,Yearly,Standard,3,Free
35196,2022-11-10,599,2024-07-01,,Free,4,Free
68176,2022-11-07,275,2023-08-09,Monthly,Standard,3,Free
33026,2022-08-07,636,2024-05-04,Yearly,Premium,4,Premium
33538,2022-10-19,109,2023-02-05,Yearly,Standard,3,Standard
39390,2022-12-28,1,2022-12-29,,Free,4,Standard
25478,2022-03-29,76,2022-06-13,,Free,1,Free
24009,2022-04-26,460,2023-07-30,,Free,3,Free
35674,2022-06-22,30,2022-07-22,,Free,4,Free
78526,2022-11-12,96,2023-02-16,Yearly,Premium,1,Standard
58662,2022-04-28,71,2022-07-08,Yearly,Premium,5,Free
72928,2022-12-14,623,2024-08-28,,Free,5,Standard
66751,2022-11-20,114,2023-03-14,,Free,3,Free
37845,2022-10-12,10,2022-10-22,Yearly,Standard,3,Standard
99808,2022-06-18,549,2023-12-19,,Free,1,Free
55510,2022-06-19,214,2023-01-19,Yearly,Standard,1,Free
40187,2022-05-25,248,2023-01-28,,Free,4,Free
44451,2022-11-08,748,2024-11-25,Yearly,Premium,5,Free
17262,2022-10-05,609,2024-06-05,,Free,3,Free
41798,2022-10-23,61,2022-12-23,Monthly,Standard,2,Free
54890,2022-02-18,481,2023-06-14,,Free,5,Free
48188,2022-01-05,351,2022-12-22,,Free,5,Free
63667,2022-02-18,728,2024-02-16,Yearly,Standard,3,Free
33526,2022-02-23,65,2022-04-29,,Free,5,Standard
78392,2022-07-18,77,2022-10-03,,Free,4,Standard
63200,2022-11-11,691,2024-10-02,,Free,4,Free
19494,2022-09-13,582,2024-04-17,,Free,1,Free
92014,2022-11-30,70,2023-02-08,Monthly,Premium,1,Free
82270,2022-12-01,221,2023-07-10,,Free,4,Free
31546,2022-09-01,541,2024-02-24,,Free,3,Free
68859,2022-12-25,9,2023-01-03,,Free,1,Free
97237,2022-01-02,2,2022-01-04,Monthly,Standard,3,Free
43195,2022-06-19,574,2024-01-14,,Free,5,Free
37219,2022-06-05,148,2022-10-31,,Free,3,Standard
46661,2022-09-27,62,2022-11-28,Yearly,Premium,3,Free
97404,2022-04-05,184,2022-10-06,,Free,3,Premium
37048,2022-03-05,2,2022-03-07,Yearly,Standard,4,Standard
85848,2022-07-24,191,2023-01-31,Yearly,Standard,1,Free
16408,2022-06-13,327,2023-05-06,Yearly,Standard,3,Standard
54687,2022-12-29,279,2023-10-04,,Free,5,Free
50528,2022-09-06,3,2022-09-09,,Free,4,Standard
18471,2022-07-14,20,2022-08-03,,Free,3,Free
65829,2022-02-11,340,2023-01-17,Yearly,Standard,2,Standard
15131,2022-04-04,9,2022-04-13,,Free,4,Free
11183,2022-04-29,412,2023-06-15,,Free,4,Free
34182,2022-11-07,413,2023-12-25,Yearly,Premium,5,Standard
68544,2022-06-25,761,2024-07-25,,Free,4,Standard
95962,2022-02-20,63,2022-04-24,Yearly,Premium,5,Premium
89280,2022-09-03,162,2023-02-12,,Free,1,Free
26332,2022-04-07,542,2023-10-01,,Free,2,Free
22924,2022-11-28,564,2024-06-14,Yearly,Standard,2,Free
46384,2022-02-28,43,2022-04-12,,Free,4,Free
95601,2022-02-22,320,2023-01-08,,Free,4,Free
75675,2022-12-16,769,2025-01-23,Yearly,Standard,5,Premium
88742,2022-08-25,0,2022-08-25,Yearly,Standard,2,Standard
53863,2022-11-12,4,2022-11-16,,Free,4,Free
17266,2022-07-11,51,2022-08-31,,Free,4,Free
98993,2022-05-20,3,2022-05-23,Monthly,Standard,4,Free
32517,2022-07-13,158,2022-12-18,,Free,4,Standard
41694,2022-11-30,119,2023-03-29,,Free,4,Standard
81982,2022-12-28,120,2023-04-27,Yearly,Premium,4,Free
83224,2022-02-14,486,2023-06-15,Yearly,Premium,2,Premium
67366,2022-02-01,1,2022-02-02,Yearly,Standard,1,Standard
94655,2022-06-29,2,2022-07-01,Yearly,Premium,5,Free
81149,2022-05-22,63,2022-07-24,,Free,4,Free
50721,2022-06-06,30,2022-07-06,,Free,5,Free
70013,2022-09-10,634,2024-06-05,,Free,4,Free
30829,2022-10-30,273,2023-07-30,,Free,3,Free
74805,2022-07-14,28,2022-08-11,Monthly,Standard,3,Free
61662,2022-04-23,24,2022-05-17,Yearly,Standard,3,Free
34587,2022-04-14,343,2023-03-23,,Free,3,Premium
58812,2022-02-23,345,2023-02-03,,Free,1,Free
27078,2022-02-10,40,2022-03-22,,Free,1,Free
41289,2022-11-29,10,2022-12-09,,Free,4,Standard
71606,2022-12-01,18,2022-12-19,Monthly,Premium,5,Free
50448,2022-10-11,332,2023-09-08,,Free,4,Free
25067,2022-07-07,444,2023-09-24,Yearly,Premium,3,Free
53747,2022-04-30,140,2022-09-17,,Free,5,Free
75813,2022-02-18,80,2022-05-09,,Free,4,Free
88102,2022-01-02,789,2024-03-01,,Free,4,Free
68173,2022-05-08,515,2023-10-05,Yearly,Premium,5,Free
77426,2022-04-04,146,2022-08-28,Yearly,Premium,5,Standard
74819,2022-03-14,639,2023-12-13,Monthly,Premium,4,Premium
46946,2022-01-09,285,2022-10-21,,Free,4,Free
81790,2022-03-25,304,2023-01-23,,Free,4,Premium
19426,2022-10-15,125,2023-02-17,Yearly,Standard,3,Premium
60677,2022-02-24,34,2022-03-30,,Free,4,Free
78919,2022-02-23,742,2024-03-06,Monthly,Standard,3,Standard
78693,2022-04-22,25,2022-05-17,,Free,5,Free
47820,2022-07-13,129,2022-11-19,,Free,4,Standard
58311,2022-01-17,1,2022-01-18,,Free,5,Free
45158,2022-12-19,762,2025-01-19,,Free,5,Free
10365,2022-07-16,565,2024-02-01,Monthly,Premium,5,Free
95605,2022-05-09,418,2023-07-01,Monthly,Standard,3,Free
94368,2022-12-20,11,2022-12-31,Yearly,Premium,5,Standard
52435,2022-09-02,657,2024-06-20,Yearly,Premium,2,Free
43624,2022-10-06,599,2024-05-27,,Free,4,Free
13882,2022-09-23,55,2022-11-17,Monthly,Premium,3,Premium
72080,2022-07-15,524,2023-12-21,,Free,4,Free
43598,2022-02-15,748,2024-03-04,,Free,4,Free
24001,2022-04-21,8,2022-04-29,Monthly,Standard,2,Standard
22538,2022-03-13,59,2022-05-11,Monthly,Standard,1,Premium
77287,2022-07-15,22,2022-08-06,,Free,4,Free
88248,2022-12-28,756,2025-01-22,Monthly,Premium,5,Free
33814,2022-02-18,484,2023-06-17,,Free,3,Free
98001,2022-03-26,678,2024-02-02,Yearly,Premium,5,Premium
31113,2022-09-29,228,2023-05-15,,Free,3,Free
50881,2022-06-11,248,2023-02-14,Yearly,Premium,5,Free
68413,2022-03-28,0,2022-03-28,Yearly,Premium,5,Premium
76290,2022-11-18,250,2023-07-26,,Free,4,Free
67384,2022-09-10,18,2022-09-28,,Free,4,Premium
39659,2022-04-17,196,2022-10-30,Yearly,Standard,2,Free
34334,2022-01-01,351,2022-12-18,,Free,5,Free
58968,2022-11-18,608,2024-07-18,Yearly,Premium,4,Free
96501,2022-05-09,281,2023-02-14,,Free,4,Free
76131,2022-03-09,9,2022-03-18,,Free,5,Free
53520,2022-10-27,438,2024-01-08,Monthly,Standard,3,Standard
17256,2022-02-16,177,2022-08-12,,Free,4,Free
27897,2022-06-30,208,2023-01-24,Yearly,Standard,4,Standard
58756,2022-02-10,52,2022-04-03,Monthly,Standard,1,Free
38675,2022-12-12,3,2022-12-15,,Free,4,Free
90275,2022-06-07,267,2023-03-01,,Free,4,Free
27522,2022-04-28,4,2022-05-02,,Free,3,Free
18147,2022-03-13,187,2022-09-16,Monthly,Standard,3,Standard
57640,2022-04-05,175,2022-09-27,,Free,3,Free
16480,2022-04-25,169,2022-10-11,Yearly,Standard,3,Standard
74565,2022-06-27,50,2022-08-16,,Free,5,Free
92899,2022-11-15,0,2022-11-15,,Free,5,Free
30852,2022-03-11,39,2022-04-19,Yearly,Standard,2,Standard
75838,2022-06-26,707,2024-06-02,Monthly,Standard,3,Premium
85327,2022-07-09,130,2022-11-16,,Free,4,Premium
11858,2022-09-02,306,2023-07-05,,Free,1,Free
72119,2022-06-15,399,2023-07-19,Monthly,Standard,2,Free
29616,2022-12-07,327,2023-10-30,,Free,5,Free
28174,2022-01-20,144,2022-06-13,,Free,4,Free
47820,2022-12-24,163,2023-06-05,,Free,4,Free
20136,2022-06-29,3,2022-07-02,,Free,5,Free
76603,2022-07-22,773,2024-09-02,Yearly,Standard,1,Free
70878,2022-06-15,384,2023-07-04,,Free,5,Standard
42084,2022-06-28,484,2023-10-25,,Free,4,Free
85175,2022-09-13,544,2024-03-10,,Free,4,Free
92987,2022-06-08,314,2023-04-18,,Free,5,Standard
24517,2022-02-22,454,2023-05-22,,Free,4,Free
70872,2022-07-23,202,2023-02-10,,Free,4,Standard
29734,2022-05-19,508,2023-10-09,,Free,4,Premium
46447,2022-10-13,621,2024-06-25,Yearly,Premium,4,Premium
30494,2022-04-01,6,2022-04-07,,Free,4,Free
50402,2022-04-18,26,2022-05-14,Monthly,Standard,3,Free
62783,2022-05-08,174,2022-10-29,Yearly,Premium,4,Premium
59665,2022-10-27,6,2022-11-02,,Free,2,Free
18607,2022-01-15,92,2022-04-17,,Free,2,Free
85004,2022-09-11,18,2022-09-29,,Free,5,Free
47036,2022-12-16,443,2024-03-03,,Free,4,Free
