country,product_category,brand,year_of_manufacture,product_age,repair_status,year_repaired
nld,lamp,unknown,2005.0,16.0,fixed,2021
nld,printer/scanner,epson,,,end of life,2021
nld,sewing machine,unknown,,,fixed,2021
nld,iron,tefal,2010.0,11.0,fixed,2021
nld,food processor,philips,,,end of life,2021
nld,hi-fi separates,bose,2006.0,15.0,repairable,2021
nld,portable radio,unknown,2000.0,21.0,end of life,2021
nld,portable radio,sony,2000.0,21.0,repairable,2021
nld,tablet,samsung,2016.0,5.0,fixed,2021
nld,musical instrument,unknown,2000.0,21.0,end of life,2021
nld,coffee maker,krups nespresso,,,fixed,2021
nld,hair & beauty item,unknown,,,end of life,2021
nld,laptop,acer,,,end of life,2021
nld,vacuum,numatic,,,fixed,2021
nld,toy,lemax,,,repairable,2021
nld,misc,unknown,2011.0,10.0,fixed,2021
nld,vacuum,toledo,,,fixed,2021
nld,lamp,unknown,,,fixed,2021
nld,small home electrical,tefal,,,fixed,2021
nld,hi-fi separates,audiosonic,,,fixed,2021
nld,kettle,tefal,,,fixed,2021
nld,small kitchen item,princess,,,fixed,2021
nld,hi-fi integrated,sony,,,fixed,2021
nld,small home electrical,intratuin,2005.0,16.0,end of life,2021
nld,vacuum,philips,2011.0,10.0,end of life,2021
nld,food processor,quigg,2016.0,5.0,fixed,2021
nld,vacuum,philips,2016.0,5.0,end of life,2021
nld,headphones,pulsar,2010.0,11.0,fixed,2021
nld,watch/clock,unknown,1950.0,71.0,fixed,2021
nld,vacuum,aeg,2016.0,5.0,end of life,2021
nld,hi-fi separates,provision,2010.0,11.0,end of life,2021
nld,tv and gaming-related accessories,b&o,2000.0,21.0,end of life,2021
nld,small kitchen item,dualit,2010.0,11.0,end of life,2021
nld,food processor,braun,2006.0,15.0,fixed,2021
nld,small kitchen item,hema,2010.0,11.0,fixed,2021
nld,sewing machine,husqvarna,1995.0,26.0,end of life,2021
nld,lamp,ikea,2018.0,3.0,fixed,2021
nld,hair dryer,nova,2015.0,6.0,fixed,2021
nld,sewing machine,lewenstein,1996.0,25.0,fixed,2021
nld,mobile,huawei,2017.0,4.0,fixed,2021
nld,tv and gaming-related accessories,akai,2013.0,8.0,fixed,2021
nld,vacuum,silvercrest,2019.0,2.0,end of life,2021
nld,iron,philips,2013.0,8.0,fixed,2021
nld,vacuum,miele,2013.0,8.0,end of life,2021
nld,paper shredder,unknown,,,fixed,2021
nld,kettle,blokker,,,fixed,2021
nld,toy,unknown,,,fixed,2021
nld,hi-fi integrated,unknown,2010.0,11.0,end of life,2021
nld,coffee maker,magimix nespresso,,,fixed,2021
nld,tablet,garmin,2005.0,16.0,repairable,2021
nld,printer/scanner,brother,,,repairable,2021
nld,coffee maker,nespresso,2013.0,8.0,end of life,2021
nld,coffee maker,philips,,,end of life,2021
nld,vacuum,miele,2016.0,5.0,fixed,2021
nld,coffee maker,philips,2019.0,2.0,end of life,2021
nld,portable radio,tivoli audio,1998.0,23.0,fixed,2021
nld,vacuum,miele,,,fixed,2021
nld,watch/clock,ikea,,,fixed,2021
nld,watch/clock,schatz royal mariner,1980.0,41.0,fixed,2021
nld,small kitchen item,tefal,,,fixed,2021
nld,lamp,ikea,,,fixed,2021
nld,small kitchen item,blokker,2019.0,2.0,fixed,2021
nld,food processor,philips,,,end of life,2021
nld,food processor,philips,,,end of life,2021
nld,hi-fi separates,philips,,,end of life,2021
nld,hi-fi separates,denon,1999.0,22.0,repairable,2021
nld,kettle,bosch,,,end of life,2021
nld,handheld entertainment device,sony,2000.0,21.0,fixed,2021
nld,lamp,unknown,2016.0,5.0,fixed,2021
nld,lamp,unknown,,,end of life,2021
nld,hi-fi separates,dual,2005.0,16.0,repairable,2021
nld,hi-fi separates,unknown,,,fixed,2021
nld,printer/scanner,canon,2017.0,4.0,end of life,2021
nld,lamp,unknown,2005.0,16.0,fixed,2021
nld,vacuum,miele,2015.0,6.0,fixed,2021
nld,small kitchen item,inventum,,,fixed,2021
nld,coffee maker,krups,2015.0,6.0,fixed,2021
nld,hi-fi integrated,sharp,1995.0,26.0,end of life,2021
nld,vacuum,miele,,,fixed,2021
nld,small home electrical,unknown,2016.0,5.0,fixed,2021
nld,watch/clock,junghans,,,repairable,2021
nld,lamp,unknown,2015.0,6.0,fixed,2021
nld,laptop,toshiba,2015.0,6.0,fixed,2021
nld,battery/charger/adapter,unknown,,,fixed,2021
nld,lamp,unknown,2010.0,11.0,repairable,2021
nld,vacuum,nilfisk,2010.0,11.0,fixed,2021
nld,food processor,tomado,2000.0,21.0,end of life,2021
nld,dslr/video camera,philips,,,repairable,2021
nld,coffee maker,philips,,,fixed,2021
nld,vacuum,miele,2018.0,3.0,fixed,2021
nld,hi-fi separates,bose,,,end of life,2021
nld,sewing machine,singer,2010.0,11.0,fixed,2021
nld,lamp,unknown,2000.0,21.0,fixed,2021
nld,lamp,unknown,,,fixed,2021
nld,small kitchen item,tefal,1980.0,41.0,end of life,2021
nld,watch/clock,nextime,2015.0,6.0,end of life,2021
nld,lamp,unknown,2000.0,21.0,fixed,2021
nld,coffee maker,philips,,,fixed,2021
nld,hi-fi separates,meridian,,,repairable,2021
nld,small kitchen item,bourgini,,,end of life,2021
nld,hair & beauty item,unknown,2019.0,2.0,fixed,2021
nld,small home electrical,inventum,2017.0,4.0,repairable,2021
nld,hi-fi separates,technics,,,repairable,2021
nld,hair & beauty item,philips,,,fixed,2021
nld,hair dryer,carmen,2019.0,2.0,end of life,2021
nld,power tool,makita,,,end of life,2021
nld,hair dryer,unknown,,,end of life,2021
nld,small kitchen item,philips,2018.0,3.0,end of life,2021
nld,small kitchen item,tefal,2021.0,0.0,fixed,2021
nld,hair & beauty item,philips,2019.0,2.0,end of life,2021
nld,laptop,hp,2015.0,6.0,repairable,2021
nld,vacuum,bosch,2017.0,4.0,repairable,2021
nld,portable radio,philips,2017.0,4.0,end of life,2021
nld,coffee maker,nespresso,2018.0,3.0,end of life,2021
nld,small kitchen item,tefal,2001.0,20.0,repairable,2021
nld,mobile,samsung,,,fixed,2021
nld,sewing machine,singer,2017.0,4.0,repairable,2021
nld,power tool,unknown,,,fixed,2021
nld,dslr/video camera,jvc,2000.0,21.0,fixed,2021
nld,sewing machine,singer,1970.0,51.0,fixed,2021
nld,power tool,metabo,1995.0,26.0,fixed,2021
nld,battery/charger/adapter,batavus,2005.0,16.0,fixed,2021
nld,large home electrical,dyson,2018.0,3.0,repairable,2021
nld,kettle,krups,2015.0,6.0,fixed,2021
nld,kettle,moa,2015.0,6.0,end of life,2021
nld,watch/clock,kienzle,1950.0,71.0,repairable,2021
nld,kettle,bifinett,2012.0,9.0,end of life,2021
nld,sewing machine,toyota,2015.0,6.0,end of life,2021
nld,small home electrical,unknown,2015.0,6.0,end of life,2021
nld,hi-fi separates,philips,1989.0,32.0,end of life,2021
nld,food processor,lifetec,2015.0,6.0,end of life,2021
nld,portable radio,philips,1999.0,22.0,end of life,2021
nld,watch/clock,unknown,1945.0,76.0,fixed,2021
nld,small home electrical,leifheit,2013.0,8.0,fixed,2021
nld,hi-fi integrated,axxion,,,fixed,2021
nld,hi-fi integrated,yamaha,2009.0,12.0,fixed,2021
nld,hi-fi integrated,samsung,2000.0,21.0,fixed,2021
nld,food processor,philips,1960.0,61.0,fixed,2021
nld,power tool,elektra beckum,,,fixed,2021
nld,power tool,bosch,2006.0,15.0,fixed,2021
nld,hi-fi separates,philips,2001.0,20.0,fixed,2021
nld,coffee maker,saeco,2015.0,6.0,fixed,2021
nld,coffee maker,philips,2003.0,18.0,fixed,2021
nld,small kitchen item,tefal,2005.0,16.0,end of life,2021
nld,coffee maker,philips,2005.0,16.0,fixed,2021
nld,power tool,unknown,2000.0,21.0,end of life,2021
nld,sewing machine,singer,1985.0,36.0,fixed,2021
nld,coffee maker,bosch,2010.0,11.0,fixed,2021
nld,portable radio,sony,1998.0,23.0,fixed,2021
nld,power tool,philips,2010.0,11.0,end of life,2021
nld,small kitchen item,primo,2010.0,11.0,fixed,2021
nld,coffee maker,russell hobbs,2015.0,6.0,fixed,2021
nld,power tool,metabo,2000.0,21.0,fixed,2021
nld,vacuum,princess,1995.0,26.0,end of life,2021
nld,small kitchen item,princess,2015.0,6.0,fixed,2021
nld,large home electrical,sharp,1995.0,26.0,end of life,2021
nld,coffee maker,nescafe dolce gusto,,,fixed,2021
nld,large home electrical,black+decker,,,end of life,2021
nld,watch/clock,unknown,,,fixed,2021
nld,power tool,bosch,,,fixed,2021
nld,hi-fi separates,jbl,,,end of life,2021
nld,small home electrical,elro,,,end of life,2021
nld,battery/charger/adapter,unknown,,,fixed,2021
nld,hi-fi separates,sony,,,end of life,2021
nld,power tool,makita,,,fixed,2021
nld,coffee maker,philips,,,fixed,2021
nld,lamp,unknown,,,fixed,2021
nld,small kitchen item,unknown,,,fixed,2021
nld,coffee maker,unknown,,,fixed,2021
nld,coffee maker,philips,,,fixed,2021
nld,coffee maker,unknown,,,fixed,2021
nld,large home electrical,unknown,,,fixed,2021
nld,large home electrical,unknown,,,end of life,2021
nld,coffee maker,philips,,,fixed,2021
nld,fan,unknown,,,fixed,2021
nld,small kitchen item,unknown,,,end of life,2021
nld,power tool,parkside,,,end of life,2021
nld,power tool,bosch,,,fixed,2021
nld,sewing machine,unknown,,,fixed,2021
nld,vacuum,aeg,,,fixed,2021
nld,portable radio,philips,,,fixed,2021
nld,lamp,philips,,,fixed,2021
nld,food processor,morphy richard,,,end of life,2021
nld,digital compact camera,fujifilm,2018.0,3.0,end of life,2021
nld,portable radio,denver,,,repairable,2021
nld,hair & beauty item,beurer,,,fixed,2021
nld,fan,hollandia,,,fixed,2021
nld,small home electrical,braun,,,repairable,2021
nld,vacuum,miele,2016.0,5.0,fixed,2021
nld,vacuum,miele,2011.0,10.0,fixed,2021
nld,lamp,unknown,,,repairable,2021
nld,hi-fi separates,harman kardon,1990.0,31.0,fixed,2021
nld,sewing machine,singer,,,fixed,2021
nld,vacuum,miele,,,fixed,2021
nld,small home electrical,inventum,2020.0,1.0,repairable,2021
nld,small kitchen item,topro troja,2018.0,3.0,fixed,2021
nld,vacuum,aeg,,,repairable,2021
nld,power tool,freud,,,fixed,2021
nld,small kitchen item,unknown,2015.0,6.0,fixed,2021
nld,small kitchen item,gemino,,,fixed,2021
nld,coffee maker,bosch,,,repairable,2021
nld,portable radio,samsung,,,fixed,2021
nld,large home electrical,unknown,,,fixed,2021
nld,watch/clock,unknown,1920.0,101.0,fixed,2021
nld,coffee maker,nespresso,2019.0,2.0,fixed,2021
nld,portable radio,unknown,2014.0,7.0,end of life,2021
nld,hair & beauty item,unknown,,,fixed,2021
nld,portable radio,unknown,2005.0,16.0,fixed,2021
nld,tv and gaming-related accessories,panasonic,2011.0,10.0,fixed,2021
nld,hi-fi separates,samsung,2012.0,9.0,end of life,2021
nld,coffee maker,melitta,2020.0,1.0,fixed,2021
nld,portable radio,denver,2019.0,2.0,repairable,2021
nld,dslr/video camera,philips,2012.0,9.0,fixed,2021
nld,lamp,unknown,1965.0,56.0,fixed,2021
nld,vacuum,siemens,2010.0,11.0,end of life,2021
nld,coffee maker,philips,2015.0,6.0,end of life,2021
nld,vacuum,siemens,2015.0,6.0,end of life,2021
nld,coffee maker,philips,2020.0,1.0,end of life,2021
nld,vacuum,miele,2016.0,5.0,fixed,2021
nld,coffee maker,unknown,2020.0,1.0,end of life,2021
nld,coffee maker,krups nespresso,2016.0,5.0,end of life,2021
nld,lamp,unknown,2011.0,10.0,fixed,2021
nld,lamp,unknown,1970.0,51.0,fixed,2021
nld,coffee maker,unknown,2010.0,11.0,end of life,2021
nld,hi-fi separates,unknown,2005.0,16.0,fixed,2021
nld,small home electrical,urifoon,2019.0,2.0,end of life,2021
nld,printer/scanner,canon,2010.0,11.0,end of life,2021
nld,sewing machine,toyota,2000.0,21.0,fixed,2021
nld,food processor,bosch,2010.0,11.0,fixed,2021
nld,small home electrical,dymo,2014.0,7.0,fixed,2021
nld,coffee maker,philips,2014.0,7.0,end of life,2021
nld,hi-fi separates,sony,1995.0,26.0,end of life,2021
nld,kettle,philips,,,fixed,2021
nld,watch/clock,unknown,,,fixed,2021
nld,watch/clock,unknown,,,fixed,2021
nld,coffee maker,faema,,,end of life,2021
nld,vacuum,philips,,,fixed,2021
nld,vacuum,miele,,,end of life,2021
nld,power tool,makita,2000.0,21.0,end of life,2021
nld,hi-fi integrated,sony,2001.0,20.0,end of life,2021
nld,hi-fi integrated,unknown,2015.0,6.0,end of life,2021
nld,small kitchen item,daalderop,2000.0,21.0,fixed,2021
nld,hi-fi integrated,philips,2000.0,21.0,repairable,2021
nld,lamp,unknown,2000.0,21.0,fixed,2021
nld,toy,unknown,2015.0,6.0,repairable,2021
nld,coffee maker,philips,,,end of life,2021
nld,dslr/video camera,philips,2000.0,21.0,repairable,2021
nld,watch/clock,unknown,2001.0,20.0,fixed,2021
nld,lamp,unknown,,,fixed,2021
nld,musical instrument,roland,2000.0,21.0,fixed,2021
nld,small kitchen item,unknown,,,fixed,2021
nld,iron,unknown,,,end of life,2021
nld,coffee maker,krups nespresso,,,end of life,2021
nld,dslr/video camera,lg,2005.0,16.0,repairable,2021
nld,sewing machine,singer,,,fixed,2021
nld,hair dryer,babyliss,,,fixed,2021
nld,musical instrument,unknown,,,fixed,2021
nld,watch/clock,leifheit,,,repairable,2021
nld,decorative or safety lights,unknown,,,end of life,2021
nld,food processor,philips,2000.0,21.0,fixed,2021
nld,printer/scanner,canon,,,fixed,2021
nld,hi-fi separates,onkyo,1998.0,23.0,end of life,2021
nld,lamp,massive,1990.0,31.0,end of life,2021
nld,hi-fi separates,logitech,,,end of life,2021
nld,coffee maker,dolce gusto,,,fixed,2021
nld,food processor,philips,,,repairable,2021
nld,hi-fi separates,unknown,1980.0,41.0,fixed,2021
nld,toy,unknown,,,fixed,2021
nld,small kitchen item,philips,,,fixed,2021
nld,laptop,ibm,,,repairable,2021
nld,laptop,thinkpad,,,fixed,2021
nld,vacuum,aeg,,,fixed,2021
nld,hi-fi separates,onkyo,2013.0,8.0,repairable,2021
nld,lamp,unknown,2000.0,21.0,fixed,2021
nld,printer/scanner,hp,,,end of life,2021
nld,lamp,unknown,1987.0,34.0,fixed,2021
nld,hi-fi separates,philips,2014.0,7.0,fixed,2021
nld,hair & beauty item,silvercrest,2019.0,2.0,fixed,2021
nld,large home electrical,unknown,,,end of life,2021
nld,battery/charger/adapter,giant,2015.0,6.0,fixed,2021
nld,portable radio,jvc,2003.0,18.0,repairable,2021
nld,small kitchen item,moa,2015.0,6.0,end of life,2021
nld,toy,unknown,2020.0,1.0,end of life,2021
nld,sewing machine,singer,,,end of life,2021
nld,small kitchen item,unknown,,,fixed,2021
nld,hi-fi separates,unknown,,,end of life,2021
nld,hi-fi separates,denon,1989.0,32.0,repairable,2021
nld,hi-fi separates,wharfedale,,,fixed,2021
nld,vacuum,unknown,,,fixed,2021
nld,coffee maker,philips,,,repairable,2021
nld,lamp,unknown,,,fixed,2021
nld,fan,unknown,1950.0,71.0,fixed,2021
nld,coffee maker,krups,,,fixed,2021
nld,tv and gaming-related accessories,sony,,,repairable,2021
nld,vacuum,watshome,,,fixed,2021
nld,tv and gaming-related accessories,unknown,,,repairable,2021
nld,hi-fi separates,technics,,,fixed,2021
nld,kettle,unknown,,,end of life,2021
nld,lamp,unknown,,,fixed,2021
nld,vacuum,blaupunkt,2019.0,2.0,fixed,2021
nld,vacuum,beldray,2020.0,1.0,fixed,2021
nld,hi-fi separates,philips,,,fixed,2021
nld,vacuum,bosch,,,fixed,2021
nld,food processor,unknown,,,fixed,2021
nld,coffee maker,philips,,,end of life,2021
nld,iron,philips,2013.0,8.0,repairable,2021
nld,vacuum,unknown,,,repairable,2021
nld,small kitchen item,caso,,,end of life,2021
nld,hi-fi separates,nad,1985.0,36.0,repairable,2021
nld,vacuum,philips,2019.0,2.0,fixed,2021
nld,toy,unknown,,,end of life,2021
nld,vacuum,aeg,2015.0,6.0,fixed,2021
nld,lamp,unknown,,,fixed,2021
nld,food processor,tefal,2018.0,3.0,fixed,2021
nld,lamp,unknown,,,fixed,2021
nld,coffee maker,philips,,,end of life,2021
nld,power tool,bosch,2016.0,5.0,end of life,2021
nld,sewing machine,singer,1985.0,36.0,fixed,2021
nld,small kitchen item,dualit,2021.0,0.0,fixed,2021
nld,coffee maker,philips,,,end of life,2021
nld,lamp,highlight bv,,,end of life,2021
nld,coffee maker,krups,,,repairable,2021
nld,coffee maker,philips,2017.0,4.0,fixed,2021
nld,toy,unknown,,,fixed,2021
nld,tablet,vtech,2018.0,3.0,fixed,2021
nld,power tool,metabo,1991.0,30.0,fixed,2021
nld,hair dryer,philips,,,fixed,2021
nld,food processor,rancilio,2015.0,6.0,end of life,2021
nld,toy,unknown,,,fixed,2021
nld,small kitchen item,philips,2013.0,8.0,end of life,2021
nld,hi-fi integrated,philips,2018.0,3.0,end of life,2021
nld,small home electrical,leifheit,2018.0,3.0,end of life,2021
nld,toy,unknown,2010.0,11.0,fixed,2021
nld,hi-fi separates,sony,2005.0,16.0,fixed,2021
nld,power tool,bosch,2003.0,18.0,fixed,2021
nld,iron,philips,2000.0,21.0,end of life,2021
nld,sewing machine,unknown,,,end of life,2021
nld,small kitchen item,unknown,2010.0,11.0,fixed,2021
nld,vacuum,koenic,2007.0,14.0,fixed,2021
nld,hi-fi separates,samsung,2018.0,3.0,end of life,2021
nld,vacuum,philips,,,end of life,2021
nld,kettle,severin,,,fixed,2021
nld,coffee maker,unknown,,,end of life,2021
nld,small kitchen item,unknown,,,fixed,2021
nld,dslr/video camera,mitsubishi,2000.0,21.0,fixed,2021
nld,vacuum,black+decker,2018.0,3.0,end of life,2021
nld,lamp,unknown,,,fixed,2021
nld,dslr/video camera,philips,,,fixed,2021
nld,coffee maker,philips,,,end of life,2021
nld,hi-fi integrated,sony,,,fixed,2021
nld,portable radio,sony,1990.0,31.0,repairable,2021
nld,small kitchen item,inventum,,,repairable,2021
nld,coffee maker,philips,2015.0,6.0,fixed,2021
nld,coffee maker,krups,2017.0,4.0,fixed,2021
nld,small kitchen item,moulinex,1980.0,41.0,fixed,2021
nld,watch/clock,unknown,,,fixed,2021
nld,portable radio,unknown,,,repairable,2021
nld,paper shredder,konig,2019.0,2.0,fixed,2021
nld,watch/clock,unknown,1965.0,56.0,repairable,2021
nld,hi-fi integrated,unknown,,,end of life,2021
nld,lamp,unknown,2020.0,1.0,fixed,2021
nld,watch/clock,unknown,1970.0,51.0,fixed,2021
nld,coffee maker,nespresso,2015.0,6.0,end of life,2021
nld,large home electrical,nordland,2010.0,11.0,repairable,2021
nld,coffee maker,philips,2016.0,5.0,fixed,2021
nld,small kitchen item,philips,2017.0,4.0,end of life,2021
nld,small kitchen item,unknown,2011.0,10.0,fixed,2021
nld,coffee maker,russell hobbs,2018.0,3.0,fixed,2021
nld,lamp,unknown,2018.0,3.0,fixed,2021
nld,lamp,unknown,2011.0,10.0,fixed,2021
nld,coffee maker,philips,2014.0,7.0,end of life,2021
nld,small kitchen item,daalderop,1970.0,51.0,end of life,2021
nld,coffee maker,philips,2012.0,9.0,end of life,2021
nld,portable radio,sony,2020.0,1.0,fixed,2021
nld,food processor,nutrifresh,2015.0,6.0,fixed,2021
nld,coffee maker,philips,2010.0,11.0,fixed,2021
nld,coffee maker,philips,2010.0,11.0,fixed,2021
nld,toy,unknown,2018.0,3.0,fixed,2021
nld,projector,unknown,,,fixed,2021
nld,vacuum,miele,2007.0,14.0,fixed,2021
nld,coffee maker,philips,2010.0,11.0,fixed,2021
nld,sewing machine,pfaff,,,fixed,2021
nld,paper shredder,unknown,,,end of life,2021
nld,iron,tefal,2016.0,5.0,repairable,2021
nld,sewing machine,singer,,,end of life,2021
nld,small kitchen item,tomado,2005.0,16.0,fixed,2021
nld,hi-fi separates,sony,1991.0,30.0,fixed,2021
nld,small kitchen item,philips,2014.0,7.0,fixed,2021
nld,hair & beauty item,carmen,,,fixed,2021
nld,coffee maker,magimix nespresso,2014.0,7.0,repairable,2021
nld,small kitchen item,unknown,2018.0,3.0,fixed,2021
nld,sewing machine,lewenstein,,,fixed,2021
nld,toaster,cuisinart,2017.0,4.0,end of life,2021
nld,large home electrical,dyson,2014.0,7.0,end of life,2021
nld,food processor,unknown,,,fixed,2021
nld,watch/clock,unknown,,,fixed,2021
nld,watch/clock,unknown,,,fixed,2021
nld,watch/clock,unknown,,,fixed,2021
nld,headphones,jvc,2019.0,2.0,fixed,2021
nld,sewing machine,pfaff,2005.0,16.0,fixed,2021
nld,sewing machine,vendomatic,1990.0,31.0,repairable,2021
nld,vacuum,nilfisk,2010.0,11.0,end of life,2021
nld,decorative or safety lights,ikea,1985.0,36.0,fixed,2021
nld,kettle,tomado,,,end of life,2021
nld,power tool,metabo,,,fixed,2021
nld,hi-fi integrated,jvc,,,fixed,2021
nld,coffee maker,philips,,,end of life,2021
nld,hi-fi separates,meridian,,,repairable,2021
nld,hair & beauty item,unknown,,,end of life,2021
nld,lamp,unknown,,,fixed,2021
nld,vacuum,miele,,,repairable,2021
nld,hi-fi integrated,sharp,,,end of life,2021
nld,large home electrical,bosch,,,fixed,2021
nld,small home electrical,unknown,,,end of life,2021
nld,coffee maker,delonghi,,,end of life,2021
nld,large home electrical,honeywell,,,end of life,2021
nld,iron,tefal,2015.0,6.0,fixed,2021
nld,large home electrical,crivit,,,fixed,2021
nld,hi-fi separates,denon,,,fixed,2021
nld,small kitchen item,philips,,,end of life,2021
nld,hi-fi separates,panasonic,,,fixed,2021
nld,vacuum,sauber,,,end of life,2021
nld,lamp,unknown,,,end of life,2021
nld,small home electrical,bosch,,,end of life,2021
nld,large home electrical,union,2010.0,11.0,fixed,2021
nld,portable radio,unknown,,,end of life,2021
nld,coffee maker,philips,,,repairable,2021
nld,laptop,lenovo,2019.0,2.0,fixed,2021
nld,coffee maker,bosch,,,fixed,2021
nld,power tool,parkside,2019.0,2.0,end of life,2021
nld,paper shredder,unknown,,,fixed,2021
nld,food processor,bosch,2019.0,2.0,fixed,2021
nld,lamp,unknown,,,fixed,2021
nld,printer/scanner,hp,2015.0,6.0,fixed,2021
nld,vacuum,quigg,2012.0,9.0,fixed,2021
nld,small kitchen item,hollandia,2009.0,12.0,end of life,2021
nld,laptop,hp,,,fixed,2021
nld,iron,bosch,2014.0,7.0,end of life,2021
nld,lamp,unknown,,,fixed,2021
nld,watch/clock,unknown,,,end of life,2021
nld,lamp,artemide,1980.0,41.0,repairable,2021
nld,small kitchen item,princess,2016.0,5.0,fixed,2021
nld,coffee maker,philips,2018.0,3.0,end of life,2021
nld,battery/charger/adapter,unknown,,,fixed,2021
nld,vacuum,dirt devil,,,fixed,2021
nld,sewing machine,lewenstein,,,repairable,2021
nld,vacuum,aeg,,,fixed,2021
nld,lamp,ikea,2015.0,6.0,end of life,2021
nld,toy,oxboard,,,repairable,2021
nld,coffee maker,krups nespresso,2018.0,3.0,fixed,2021
nld,power tool,metabo,,,repairable,2021
nld,sewing machine,anker,2001.0,20.0,fixed,2021
nld,portable radio,denver,,,fixed,2021
nld,watch/clock,unknown,2008.0,13.0,fixed,2021
nld,small kitchen item,inventum,,,end of life,2021
nld,lamp,unknown,,,fixed,2021
nld,watch/clock,unknown,,,end of life,2021
nld,tv and gaming-related accessories,samsung,,,fixed,2021
nld,hair & beauty item,unknown,,,fixed,2021
nld,lamp,highlight bv,2011.0,10.0,fixed,2021
nld,tv and gaming-related accessories,unknown,,,repairable,2021
nld,coffee maker,unknown,2018.0,3.0,repairable,2021
nld,small home electrical,unknown,,,end of life,2021
nld,iron,philips,2006.0,15.0,fixed,2021
nld,vacuum,miele,2015.0,6.0,repairable,2021
nld,lamp,unknown,,,fixed,2021
nld,power tool,bosch,2010.0,11.0,end of life,2021
nld,sewing machine,singer,2010.0,11.0,fixed,2021
nld,sewing machine,singer,2010.0,11.0,end of life,2021
nld,printer/scanner,samsung,2018.0,3.0,fixed,2021
nld,coffee maker,philips,2015.0,6.0,repairable,2021
nld,power tool,kärcher,2010.0,11.0,fixed,2021
nld,power tool,kärcher,2015.0,6.0,fixed,2021
nld,vacuum,miele,2006.0,15.0,fixed,2021
nld,vacuum,bosch,2013.0,8.0,fixed,2021
nld,power tool,aldi,2000.0,21.0,end of life,2021
nld,food processor,princess,1995.0,26.0,fixed,2021
nld,power tool,bosch,2000.0,21.0,end of life,2021
nld,small kitchen item,tefal,2005.0,16.0,end of life,2021
nld,kettle,philips,2015.0,6.0,fixed,2021
nld,portable radio,philips,1995.0,26.0,end of life,2021
nld,hi-fi integrated,philips,,,fixed,2021
nld,watch/clock,wehrle,,,repairable,2021
nld,dslr/video camera,panasonic,1990.0,31.0,fixed,2021
nld,dslr/video camera,philips,2005.0,16.0,fixed,2021
nld,vacuum,miele,2004.0,17.0,end of life,2021
nld,hair & beauty item,unknown,1960.0,61.0,fixed,2021
nld,toy,unknown,,,fixed,2021
nld,sewing machine,bernina,1960.0,61.0,repairable,2021
nld,food processor,bamix,,,fixed,2021
nld,small home electrical,silvercrest,,,repairable,2021
nld,lamp,unknown,1970.0,51.0,fixed,2021
nld,coffee maker,philips,2010.0,11.0,repairable,2021
nld,headphones,unknown,,,repairable,2021
nld,printer/scanner,hp,,,end of life,2021
nld,printer/scanner,hp,,,end of life,2021
nld,power tool,unknown,,,end of life,2021
nld,food processor,morphy richard,,,end of life,2021
nld,laptop,hp,2015.0,6.0,fixed,2021
nld,vacuum,miele,,,fixed,2021
nld,coffee maker,magimix nespresso,2017.0,4.0,fixed,2021
nld,dslr/video camera,jvc,,,end of life,2021
nld,coffee maker,magimix nespresso,,,fixed,2021
nld,battery/charger/adapter,parkside,2012.0,9.0,end of life,2021
nld,coffee maker,douwe egberts,,,end of life,2021
nld,vacuum,silvercrest,2015.0,6.0,repairable,2021
nld,portable radio,unknown,2009.0,12.0,end of life,2021
nld,large home electrical,kärcher,2010.0,11.0,repairable,2021
nld,watch/clock,junghans,1930.0,91.0,end of life,2021
nld,hi-fi separates,sony,,,repairable,2021
nld,paper shredder,pavo,,,repairable,2021
nld,hi-fi integrated,unknown,2009.0,12.0,repairable,2021
nld,printer/scanner,epson,2012.0,9.0,fixed,2021
nld,portable radio,unknown,2015.0,6.0,repairable,2021
nld,food processor,unknown,1995.0,26.0,fixed,2021
nld,coffee maker,philips,,,fixed,2021
nld,portable radio,unknown,2017.0,4.0,end of life,2021
nld,printer/scanner,canon,2018.0,3.0,end of life,2021
nld,tv and gaming-related accessories,unknown,,,fixed,2021
nld,coffee maker,magimix nespresso,2017.0,4.0,fixed,2021
nld,vacuum,philips,,,end of life,2021
nld,portable radio,pioneer,,,fixed,2021
nld,coffee maker,krups nespresso,2014.0,7.0,fixed,2021
nld,portable radio,grundig,,,repairable,2021
nld,sewing machine,pfaff,1991.0,30.0,fixed,2021
nld,toy,lagom,2021.0,0.0,end of life,2021
nld,small home electrical,alecto,2019.0,2.0,end of life,2021
nld,sewing machine,unknown,2015.0,6.0,fixed,2021
nld,tablet,samsung,2018.0,3.0,fixed,2021
nld,watch/clock,unknown,2010.0,11.0,fixed,2021
nld,fan,unknown,,,fixed,2021
nld,printer/scanner,lexmark,,,end of life,2021
nld,sewing machine,singer,,,fixed,2021
nld,hi-fi separates,unknown,,,fixed,2021
nld,small kitchen item,unknown,,,fixed,2021
nld,small kitchen item,quigg,2019.0,2.0,fixed,2021
nld,hi-fi separates,unknown,2011.0,10.0,end of life,2021
nld,coffee maker,philips,,,fixed,2021
nld,portable radio,sony,1985.0,36.0,end of life,2021
nld,small kitchen item,blokker,2021.0,0.0,fixed,2021
nld,kettle,clatronic,2011.0,10.0,fixed,2021
nld,portable radio,sony,2000.0,21.0,end of life,2021
nld,printer/scanner,hp,2010.0,11.0,fixed,2021
nld,small home electrical,unknown,,,end of life,2021
