user_id,timestamp,ad_source,ad_version
U676447,2022-04-10 02:04:26 Sunday,Meta,B
U101108,2022-04-10 02:36:38 Sunday,Meta,A
U861674,2022-04-10 02:48:45 Sunday,Meta,B
U216486,2022-04-10 04:14:39 Sunday,Google,A
U627939,2022-04-10 04:50:14 Sunday,Meta,B
U826646,2022-04-10 04:55:07 Sunday,Google,B
U198054,2022-04-10 06:04:54 Sunday,Meta,B
U330204,2022-04-10 06:05:42 Sunday,TikTok,A
U854177,2022-04-10 06:58:19 Sunday,Meta,A
U322270,2022-04-10 07:21:33 Sunday,Google,A
U811948,2022-04-10 07:34:07 Sunday,Google,A
U220642,2022-04-10 09:21:55 Sunday,Google,A
U844229,2022-04-10 09:26:27 Sunday,Google,A
U884280,2022-04-10 09:45:39 Sunday,TikTok,A
U695931,2022-04-10 10:40:12 Sunday,Google,A
U754865,2022-04-10 11:33:54 Sunday,Meta,B
U687683,2022-04-10 12:14:56 Sunday,Twitter,A
U370147,2022-04-10 12:23:50 Sunday,TikTok,A
U950962,2022-04-10 12:35:54 Sunday,Google,B
U531943,2022-04-10 12:41:38 Sunday,TikTok,B
U534037,2022-04-10 13:09:37 Sunday,TikTok,B
U358925,2022-04-10 13:12:26 Sunday,TikTok,A
U439159,2022-04-10 13:24:11 Sunday,Google,A
U543378,2022-04-10 14:18:43 Sunday,Meta,A
U363879,2022-04-10 15:40:29 Sunday,TikTok,A
U514646,2022-04-10 16:31:05 Sunday,Twitter,B
U234814,2022-04-10 16:35:24 Sunday,Google,B
U687124,2022-04-10 16:37:25 Sunday,Google,B
U396293,2022-04-10 17:30:29 Sunday,TikTok,A
U799495,2022-04-10 18:12:36 Sunday,Google,A
U194590,2022-04-10 18:42:09 Sunday,Google,B
U200879,2022-04-10 18:45:09 Sunday,TikTok,A
U593163,2022-04-10 18:46:35 Sunday,Meta,B
U728771,2022-04-10 19:24:06 Sunday,Meta,A
U563728,2022-04-10 20:45:46 Sunday,Meta,A
U937654,2022-04-10 21:04:23 Sunday,Meta,B
U412144,2022-04-10 21:55:00 Sunday,TikTok,B
U955005,2022-04-10 22:01:29 Sunday,Meta,B
U278939,2022-04-10 23:27:42 Sunday,Meta,B
U194866,2022-04-11 01:18:37 Monday,Meta,A
U473626,2022-04-11 01:34:44 Monday,Google,B
U629877,2022-04-11 01:37:43 Monday,Meta,B
U390597,2022-04-11 02:33:35 Monday,Google,B
U778995,2022-04-11 04:11:09 Monday,TikTok,A
U651741,2022-04-11 04:59:16 Monday,TikTok,A
U515003,2022-04-11 05:32:21 Monday,TikTok,A
U700393,2022-04-11 06:18:00 Monday,TikTok,A
U989261,2022-04-11 06:25:03 Monday,Meta,A
U161819,2022-04-11 06:36:19 Monday,TikTok,B
U916212,2022-04-11 06:46:30 Monday,TikTok,B
U290191,2022-04-11 07:04:08 Monday,TikTok,A
U588034,2022-04-11 07:43:32 Monday,Google,A
U426497,2022-04-11 10:55:16 Monday,TikTok,A
U791238,2022-04-11 11:26:22 Monday,Meta,B
U290059,2022-04-11 12:31:25 Monday,TikTok,A
U995157,2022-04-11 13:11:56 Monday,Google,B
U291188,2022-04-11 13:24:20 Monday,Meta,A
U189971,2022-04-11 13:25:22 Monday,Meta,A
U876424,2022-04-11 13:50:50 Monday,TikTok,A
U903636,2022-04-11 14:35:00 Monday,TikTok,B
U326188,2022-04-11 14:43:09 Monday,Twitter,A
U955279,2022-04-11 15:40:17 Monday,Meta,B
U423949,2022-04-11 15:40:36 Monday,Meta,B
U185693,2022-04-11 16:51:11 Monday,Meta,A
U648872,2022-04-11 17:35:28 Monday,Google,A
U382451,2022-04-11 18:17:36 Monday,TikTok,B
U417732,2022-04-11 19:04:05 Monday,TikTok,B
U465536,2022-04-11 19:24:56 Monday,Meta,A
U829616,2022-04-11 19:46:00 Monday,TikTok,B
U344179,2022-04-11 19:55:00 Monday,Google,A
U967090,2022-04-11 21:21:32 Monday,Twitter,A
U798160,2022-04-11 22:43:38 Monday,TikTok,A
U690210,2022-04-11 23:52:46 Monday,Google,A
U280514,2022-04-12 00:35:53 Tuesday,Twitter,B
U974743,2022-04-12 00:42:22 Tuesday,Meta,B
U145662,2022-04-12 00:59:33 Tuesday,Google,A
U956975,2022-04-12 01:29:21 Tuesday,Meta,A
U413913,2022-04-12 02:02:28 Tuesday,TikTok,A
U696487,2022-04-12 02:53:34 Tuesday,Meta,B
U170267,2022-04-12 03:47:00 Tuesday,Meta,A
U712770,2022-04-12 04:02:18 Tuesday,Meta,B
U499215,2022-04-12 04:15:46 Tuesday,Meta,B
U901137,2022-04-12 04:32:28 Tuesday,TikTok,A
U549062,2022-04-12 04:50:18 Tuesday,Meta,A
U451362,2022-04-12 05:21:39 Tuesday,Google,A
U684156,2022-04-12 05:55:27 Tuesday,Meta,A
U477766,2022-04-12 06:20:50 Tuesday,TikTok,A
U714164,2022-04-12 06:38:08 Tuesday,Meta,A
U183435,2022-04-12 07:46:43 Tuesday,Meta,A
U450818,2022-04-12 08:09:02 Tuesday,Meta,B
U683105,2022-04-12 09:03:42 Tuesday,Google,A
U442002,2022-04-12 11:10:28 Tuesday,Google,A
U245640,2022-04-12 12:10:18 Tuesday,TikTok,B
U377519,2022-04-12 12:44:25 Tuesday,TikTok,B
U996003,2022-04-12 16:24:02 Tuesday,TikTok,A
U290107,2022-04-12 17:05:43 Tuesday,TikTok,A
U615919,2022-04-12 18:15:49 Tuesday,Meta,A
U103173,2022-04-12 18:31:47 Tuesday,TikTok,B
U131787,2022-04-12 18:55:06 Tuesday,TikTok,A
U204679,2022-04-12 19:25:13 Tuesday,TikTok,A
U833318,2022-04-12 20:47:10 Tuesday,Google,B
U692734,2022-04-12 20:56:48 Tuesday,Meta,A
U954504,2022-04-12 22:55:54 Tuesday,TikTok,A
U669908,2022-04-12 23:53:07 Tuesday,TikTok,A
U632953,2022-04-12 23:56:15 Tuesday,TikTok,B
U222902,2022-04-13 00:40:44 Wednesday,Meta,B
U883367,2022-04-13 00:41:53 Wednesday,TikTok,A
U123913,2022-04-13 00:46:43 Wednesday,Google,A
U761604,2022-04-13 00:47:22 Wednesday,Twitter,A
U736360,2022-04-13 00:48:13 Wednesday,TikTok,A
U388230,2022-04-13 00:55:41 Wednesday,Twitter,B
U398090,2022-04-13 00:59:09 Wednesday,TikTok,A
U485595,2022-04-13 01:24:45 Wednesday,TikTok,A
U745984,2022-04-13 02:00:49 Wednesday,TikTok,B
U708158,2022-04-13 02:16:12 Wednesday,Google,A
U859185,2022-04-13 02:37:46 Wednesday,TikTok,A
U145332,2022-04-13 03:01:35 Wednesday,Meta,B
U441592,2022-04-13 03:11:27 Wednesday,Meta,A
U575741,2022-04-13 03:13:28 Wednesday,Google,A
U779125,2022-04-13 03:17:46 Wednesday,Meta,A
U400109,2022-04-13 03:28:38 Wednesday,TikTok,A
U406264,2022-04-13 04:28:20 Wednesday,Meta,B
U523755,2022-04-13 05:08:34 Wednesday,Google,B
U546247,2022-04-13 05:44:17 Wednesday,TikTok,B
U612771,2022-04-13 06:00:27 Wednesday,Twitter,B
U462070,2022-04-13 06:25:11 Wednesday,Google,B
U609159,2022-04-13 06:36:00 Wednesday,Meta,A
U524593,2022-04-13 09:16:22 Wednesday,Meta,A
U351434,2022-04-13 09:22:49 Wednesday,Meta,B
U468612,2022-04-13 10:04:58 Wednesday,Google,A
U695153,2022-04-13 11:14:09 Wednesday,TikTok,B
U301120,2022-04-13 13:24:20 Wednesday,Google,B
U885773,2022-04-13 13:41:49 Wednesday,TikTok,B
U936184,2022-04-13 13:49:51 Wednesday,Google,B
U194698,2022-04-13 14:14:41 Wednesday,Google,A
U187206,2022-04-13 14:20:22 Wednesday,Twitter,B
U292568,2022-04-13 15:56:06 Wednesday,Meta,B
U297992,2022-04-13 16:00:55 Wednesday,Meta,A
U291101,2022-04-13 16:13:07 Wednesday,Google,A
U226955,2022-04-13 16:58:15 Wednesday,Meta,B
U359197,2022-04-13 17:02:07 Wednesday,Google,B
U341047,2022-04-13 17:34:35 Wednesday,Meta,A
U960438,2022-04-13 19:27:14 Wednesday,Twitter,B
U563107,2022-04-13 19:49:47 Wednesday,TikTok,A
U453455,2022-04-13 20:47:12 Wednesday,Meta,B
U278692,2022-04-13 20:57:48 Wednesday,Google,B
U860111,2022-04-13 21:28:40 Wednesday,Meta,B
U144407,2022-04-13 21:38:26 Wednesday,Google,A
U312895,2022-04-13 23:26:50 Wednesday,Google,B
U520262,2022-04-13 23:46:54 Wednesday,Google,A
U183897,2022-04-14 00:42:40 Thursday,Google,B
U605604,2022-04-14 00:43:55 Thursday,TikTok,A
U353739,2022-04-14 00:48:13 Thursday,TikTok,A
U949599,2022-04-14 01:08:13 Thursday,Google,A
U921011,2022-04-14 02:09:19 Thursday,Google,B
U767809,2022-04-14 02:46:34 Thursday,Google,B
U620719,2022-04-14 03:13:35 Thursday,Meta,B
U882602,2022-04-14 03:24:21 Thursday,Twitter,B
U638380,2022-04-14 03:26:02 Thursday,Google,B
U878375,2022-04-14 03:30:12 Thursday,Meta,B
U667139,2022-04-14 03:41:01 Thursday,TikTok,A
U592454,2022-04-14 04:34:13 Thursday,Google,A
U270259,2022-04-14 04:48:58 Thursday,Meta,B
U996285,2022-04-14 05:57:00 Thursday,Twitter,B
U115955,2022-04-14 06:08:03 Thursday,Meta,A
U860237,2022-04-14 06:19:24 Thursday,Twitter,B
U503561,2022-04-14 06:25:27 Thursday,Meta,B
U637112,2022-04-14 06:56:15 Thursday,Google,A
U617935,2022-04-14 06:59:27 Thursday,Meta,A
U148766,2022-04-14 07:58:50 Thursday,Twitter,B
U437366,2022-04-14 08:10:42 Thursday,TikTok,B
U767252,2022-04-14 08:15:08 Thursday,Google,B
U860178,2022-04-14 09:40:10 Thursday,Google,A
U806486,2022-04-14 09:59:52 Thursday,Twitter,A
U572325,2022-04-14 10:09:45 Thursday,TikTok,B
U145169,2022-04-14 10:21:12 Thursday,TikTok,B
U825580,2022-04-14 10:32:15 Thursday,TikTok,A
U716649,2022-04-14 10:51:16 Thursday,Twitter,A
U639348,2022-04-14 12:34:53 Thursday,Meta,A
U808739,2022-04-14 13:13:28 Thursday,Google,B
U477920,2022-04-14 14:54:09 Thursday,TikTok,A
U359857,2022-04-14 15:08:14 Thursday,Google,A
U877386,2022-04-14 15:11:04 Thursday,Meta,A
U343220,2022-04-14 15:52:51 Thursday,Google,A
U676289,2022-04-14 16:21:02 Thursday,TikTok,A
U902121,2022-04-14 16:35:08 Thursday,TikTok,A
U668324,2022-04-14 17:09:48 Thursday,TikTok,A
U720600,2022-04-14 17:47:41 Thursday,Google,A
U162336,2022-04-14 18:02:06 Thursday,Meta,A
U954123,2022-04-14 18:23:30 Thursday,Meta,A
U432429,2022-04-14 18:41:56 Thursday,Meta,A
U755989,2022-04-14 19:14:24 Thursday,Meta,B
U455442,2022-04-14 19:15:06 Thursday,Meta,A
U240713,2022-04-14 20:27:02 Thursday,Twitter,B
U181073,2022-04-14 23:33:21 Thursday,TikTok,A
U950832,2022-04-14 23:53:01 Thursday,TikTok,B
U584394,2022-04-14 23:56:53 Thursday,Twitter,A
U100802,2022-04-15 00:34:47 Friday,Meta,B
U868525,2022-04-15 01:20:47 Friday,TikTok,B
U502598,2022-04-15 01:29:08 Friday,Meta,A
U387491,2022-04-15 02:33:38 Friday,TikTok,A
U418132,2022-04-15 03:01:25 Friday,Twitter,B
U550100,2022-04-15 03:11:21 Friday,Twitter,B
U121172,2022-04-15 03:44:56 Friday,Google,A
U434185,2022-04-15 04:02:09 Friday,Google,A
U167953,2022-04-15 05:03:13 Friday,TikTok,B
U294950,2022-04-15 05:13:12 Friday,Meta,B
U786211,2022-04-15 05:25:57 Friday,Meta,B
U661339,2022-04-15 05:38:13 Friday,Twitter,A
U318110,2022-04-15 05:54:26 Friday,TikTok,A
U504772,2022-04-15 05:58:52 Friday,Meta,A
U840600,2022-04-15 06:50:28 Friday,Twitter,A
U919958,2022-04-15 07:27:32 Friday,Google,B
U448075,2022-04-15 08:15:00 Friday,Twitter,B
U326643,2022-04-15 08:21:18 Friday,Google,A
U128584,2022-04-15 08:38:04 Friday,Twitter,A
U896953,2022-04-15 09:06:26 Friday,Meta,B
U858984,2022-04-15 09:12:32 Friday,TikTok,B
U847847,2022-04-15 09:23:45 Friday,TikTok,B
U124544,2022-04-15 10:05:56 Friday,Meta,B
U103158,2022-04-15 10:24:46 Friday,Meta,A
U133299,2022-04-15 11:08:59 Friday,TikTok,A
U716099,2022-04-15 11:33:21 Friday,Google,B
U880416,2022-04-15 12:17:37 Friday,TikTok,A
U609038,2022-04-15 12:21:48 Friday,Google,B
U544374,2022-04-15 13:14:05 Friday,TikTok,A
U284629,2022-04-15 13:19:56 Friday,Meta,B
U320668,2022-04-15 14:06:43 Friday,Twitter,A
U375917,2022-04-15 14:22:29 Friday,Google,B
U174896,2022-04-15 14:44:11 Friday,TikTok,A
U749013,2022-04-15 14:58:57 Friday,TikTok,B
U122890,2022-04-15 15:12:06 Friday,Meta,A
U207431,2022-04-15 15:19:13 Friday,Meta,A
U269448,2022-04-15 16:22:11 Friday,Meta,B
U843328,2022-04-15 16:25:18 Friday,Twitter,A
U938466,2022-04-15 17:08:00 Friday,Meta,B
U102942,2022-04-15 18:04:44 Friday,Twitter,B
U313550,2022-04-15 18:09:27 Friday,Meta,A
U173150,2022-04-15 18:22:26 Friday,Meta,A
U902746,2022-04-15 18:23:15 Friday,Meta,B
U739728,2022-04-15 18:43:15 Friday,Google,B
U916645,2022-04-15 18:45:12 Friday,TikTok,A
U280449,2022-04-15 19:06:32 Friday,Google,B
U952195,2022-04-15 19:38:55 Friday,TikTok,A
U169965,2022-04-15 21:19:25 Friday,Twitter,B
U878746,2022-04-15 21:27:56 Friday,Twitter,B
U348716,2022-04-15 21:40:08 Friday,Google,A
U359779,2022-04-15 21:42:44 Friday,TikTok,B
U512000,2022-04-15 23:03:46 Friday,Google,B
U349977,2022-04-15 23:49:15 Friday,TikTok,A
U934837,2022-04-16 00:28:45 Saturday,TikTok,A
U605891,2022-04-16 01:20:24 Saturday,Google,A
U301873,2022-04-16 02:03:33 Saturday,Meta,A
U387203,2022-04-16 02:20:57 Saturday,Google,A
U832195,2022-04-16 02:43:11 Saturday,TikTok,B
U926612,2022-04-16 04:10:41 Saturday,Google,A
U864579,2022-04-16 04:20:46 Saturday,Meta,B
U190763,2022-04-16 05:50:14 Saturday,Google,B
U527315,2022-04-16 06:09:53 Saturday,TikTok,A
U130616,2022-04-16 06:12:32 Saturday,Meta,B
U434087,2022-04-16 06:41:14 Saturday,TikTok,B
U951021,2022-04-16 07:22:23 Saturday,Google,B
U982495,2022-04-16 08:40:59 Saturday,Google,A
U586267,2022-04-16 09:45:09 Saturday,Meta,A
U756537,2022-04-16 10:02:32 Saturday,Twitter,B
U207143,2022-04-16 11:21:00 Saturday,TikTok,B
U513968,2022-04-16 11:44:52 Saturday,Google,B
U776074,2022-04-16 11:47:22 Saturday,Google,A
U133150,2022-04-16 12:10:31 Saturday,Meta,A
U153892,2022-04-16 12:43:55 Saturday,Meta,A
U460743,2022-04-16 13:27:44 Saturday,Meta,B
U445954,2022-04-16 15:03:57 Saturday,Meta,A
U623658,2022-04-16 16:29:10 Saturday,Google,A
U477000,2022-04-16 16:56:01 Saturday,Google,B
U835744,2022-04-16 17:57:12 Saturday,Google,A
U207727,2022-04-16 18:15:52 Saturday,TikTok,A
U474985,2022-04-16 20:19:12 Saturday,Twitter,B
U429742,2022-04-16 20:31:39 Saturday,Meta,B
U513178,2022-04-16 22:17:24 Saturday,TikTok,B
U681998,2022-04-16 23:18:09 Saturday,TikTok,A
U391662,2022-04-16 23:24:21 Saturday,Meta,B
U527986,2022-04-17 01:18:00 Sunday,Meta,A
U728884,2022-04-17 01:55:51 Sunday,Meta,A
U289715,2022-04-17 02:07:57 Sunday,Meta,B
U490077,2022-04-17 03:15:13 Sunday,TikTok,B
U552942,2022-04-17 03:29:04 Sunday,Google,B
U464734,2022-04-17 03:37:05 Sunday,Meta,B
U849623,2022-04-17 03:57:44 Sunday,Google,B
U865577,2022-04-17 04:56:00 Sunday,TikTok,A
U741110,2022-04-17 07:29:50 Sunday,TikTok,A
U888333,2022-04-17 08:35:19 Sunday,Google,B
U527331,2022-04-17 08:41:35 Sunday,Google,B
U446130,2022-04-17 09:36:50 Sunday,Google,B
U457327,2022-04-17 09:39:43 Sunday,Google,A
U821712,2022-04-17 09:51:33 Sunday,Meta,B
U305310,2022-04-17 09:58:15 Sunday,Meta,A
U486917,2022-04-17 10:22:22 Sunday,Meta,A
U751070,2022-04-17 10:41:00 Sunday,Twitter,A
U357040,2022-04-17 10:45:32 Sunday,Google,A
U826022,2022-04-17 11:26:10 Sunday,TikTok,A
U862170,2022-04-17 11:37:45 Sunday,Meta,A
U961119,2022-04-17 12:56:15 Sunday,Google,B
U235930,2022-04-17 13:06:32 Sunday,TikTok,A
U385788,2022-04-17 13:44:59 Sunday,Twitter,A
U621954,2022-04-17 13:58:20 Sunday,TikTok,A
U737905,2022-04-17 14:56:00 Sunday,Meta,A
U880852,2022-04-17 15:02:47 Sunday,TikTok,B
U778171,2022-04-17 15:14:58 Sunday,TikTok,B
U362963,2022-04-17 15:35:39 Sunday,Meta,B
U179258,2022-04-17 16:04:03 Sunday,Meta,A
U518379,2022-04-17 16:24:59 Sunday,TikTok,B
U982349,2022-04-17 18:09:22 Sunday,TikTok,A
U822527,2022-04-17 18:25:13 Sunday,TikTok,A
U876327,2022-04-17 20:05:54 Sunday,Google,B
U528262,2022-04-17 20:09:38 Sunday,Google,A
U819088,2022-04-17 20:28:58 Sunday,Meta,B
U412965,2022-04-17 20:30:19 Sunday,Twitter,B
U479019,2022-04-17 20:33:01 Sunday,Google,B
U915132,2022-04-17 20:34:24 Sunday,TikTok,B
U185206,2022-04-17 20:41:21 Sunday,TikTok,A
U690229,2022-04-17 20:46:35 Sunday,Google,A
U276072,2022-04-17 21:10:02 Sunday,Meta,B
U321703,2022-04-17 22:14:33 Sunday,Meta,B
U566129,2022-04-18 00:00:05 Monday,TikTok,A
U268897,2022-04-18 01:00:06 Monday,Meta,B
U702014,2022-04-18 02:23:50 Monday,Meta,B
U362779,2022-04-18 02:34:11 Monday,TikTok,B
U204559,2022-04-18 04:30:49 Monday,Twitter,B
U183483,2022-04-18 04:39:29 Monday,Meta,B
U123722,2022-04-18 05:53:40 Monday,TikTok,A
U409148,2022-04-18 06:15:39 Monday,TikTok,B
U181947,2022-04-18 07:24:37 Monday,TikTok,B
U996312,2022-04-18 07:52:29 Monday,TikTok,A
U605391,2022-04-18 08:24:38 Monday,TikTok,B
U504415,2022-04-18 10:17:28 Monday,TikTok,A
U623852,2022-04-18 11:13:42 Monday,Meta,B
U782824,2022-04-18 11:19:00 Monday,TikTok,A
U392501,2022-04-18 11:42:34 Monday,Google,A
U167713,2022-04-18 11:44:31 Monday,Google,A
U108466,2022-04-18 11:59:44 Monday,Twitter,B
U745460,2022-04-18 12:27:06 Monday,Google,B
U192211,2022-04-18 12:44:26 Monday,Meta,A
U998382,2022-04-18 12:59:07 Monday,Meta,B
U206632,2022-04-18 13:10:29 Monday,TikTok,A
U721036,2022-04-18 13:18:21 Monday,Meta,B
U254254,2022-04-18 13:37:34 Monday,Meta,A
U285198,2022-04-18 13:39:46 Monday,TikTok,A
U578187,2022-04-18 15:05:09 Monday,Meta,A
U783889,2022-04-18 15:32:46 Monday,Twitter,B
U793132,2022-04-18 16:40:01 Monday,Google,B
U804825,2022-04-18 17:37:32 Monday,TikTok,A
U614679,2022-04-18 18:49:38 Monday,TikTok,B
U328459,2022-04-18 18:58:37 Monday,Google,A
U128753,2022-04-18 19:19:14 Monday,Meta,A
U844088,2022-04-18 20:06:05 Monday,Google,A
U553074,2022-04-18 20:15:14 Monday,TikTok,A
U660630,2022-04-18 20:28:35 Monday,Meta,A
U943862,2022-04-18 21:15:46 Monday,TikTok,A
U766110,2022-04-18 22:30:38 Monday,TikTok,B
U274992,2022-04-18 22:57:08 Monday,TikTok,B
U479528,2022-04-19 01:33:21 Tuesday,Google,A
U183825,2022-04-19 02:38:41 Tuesday,Google,A
U383004,2022-04-19 03:59:39 Tuesday,Google,A
U768988,2022-04-19 04:06:48 Tuesday,Google,B
U951518,2022-04-19 04:28:08 Tuesday,Twitter,A
U706314,2022-04-19 05:11:36 Tuesday,Google,B
U932616,2022-04-19 05:39:23 Tuesday,Google,B
U926667,2022-04-19 05:57:27 Tuesday,TikTok,B
U790855,2022-04-19 05:57:46 Tuesday,Meta,B
U105487,2022-04-19 07:26:32 Tuesday,Meta,B
U262155,2022-04-19 08:30:42 Tuesday,Twitter,A
U219930,2022-04-19 08:58:57 Tuesday,Meta,A
U441971,2022-04-19 09:00:38 Tuesday,Twitter,A
U961012,2022-04-19 09:22:31 Tuesday,TikTok,A
U742415,2022-04-19 09:42:34 Tuesday,Google,A
U497799,2022-04-19 10:08:50 Tuesday,TikTok,A
U945198,2022-04-19 10:38:55 Tuesday,Twitter,A
U794566,2022-04-19 10:47:30 Tuesday,TikTok,B
U587671,2022-04-19 11:00:05 Tuesday,TikTok,A
U509324,2022-04-19 11:08:04 Tuesday,TikTok,A
U742891,2022-04-19 12:49:32 Tuesday,TikTok,A
U785724,2022-04-19 13:07:07 Tuesday,Twitter,A
U811059,2022-04-19 13:22:17 Tuesday,Twitter,A
U289973,2022-04-19 13:24:42 Tuesday,Twitter,B
U658436,2022-04-19 13:53:14 Tuesday,Meta,A
U363231,2022-04-19 14:39:53 Tuesday,Google,A
U427096,2022-04-19 14:41:12 Tuesday,Twitter,B
U101892,2022-04-19 16:12:22 Tuesday,Twitter,A
U920757,2022-04-19 16:14:56 Tuesday,TikTok,B
U981777,2022-04-19 16:16:12 Tuesday,Meta,A
U102403,2022-04-19 16:19:26 Tuesday,TikTok,B
U437259,2022-04-19 16:29:31 Tuesday,TikTok,B
U234163,2022-04-19 17:36:55 Tuesday,TikTok,A
U530349,2022-04-19 17:37:02 Tuesday,Google,B
U629034,2022-04-19 18:05:17 Tuesday,TikTok,B
U560391,2022-04-19 18:26:35 Tuesday,Meta,B
U957007,2022-04-19 18:33:47 Tuesday,TikTok,A
U267206,2022-04-19 18:52:10 Tuesday,Meta,A
U309565,2022-04-19 19:01:16 Tuesday,TikTok,B
U435910,2022-04-19 19:08:03 Tuesday,Google,A
U107944,2022-04-19 20:29:07 Tuesday,Google,B
U859231,2022-04-19 20:55:39 Tuesday,Meta,B
U302226,2022-04-19 20:59:11 Tuesday,Google,B
U800214,2022-04-19 21:07:10 Tuesday,Meta,B
U837696,2022-04-19 21:46:39 Tuesday,Google,B
U841951,2022-04-19 22:57:40 Tuesday,Meta,A
U214474,2022-04-20 00:23:41 Wednesday,TikTok,B
U473651,2022-04-20 02:30:50 Wednesday,TikTok,A
U704975,2022-04-20 03:41:38 Wednesday,Twitter,B
U271248,2022-04-20 03:50:40 Wednesday,TikTok,B
U762204,2022-04-20 04:29:29 Wednesday,TikTok,B
U726649,2022-04-20 04:47:27 Wednesday,Google,A
U896222,2022-04-20 04:52:23 Wednesday,Google,B
U260115,2022-04-20 04:52:38 Wednesday,Twitter,A
U169929,2022-04-20 04:53:38 Wednesday,TikTok,B
U506504,2022-04-20 04:57:56 Wednesday,Meta,A
U894951,2022-04-20 05:02:17 Wednesday,TikTok,B
U265419,2022-04-20 05:14:13 Wednesday,Meta,B
U230941,2022-04-20 05:39:20 Wednesday,Twitter,B
U654222,2022-04-20 06:56:48 Wednesday,Meta,B
U496345,2022-04-20 08:43:41 Wednesday,Meta,B
U750372,2022-04-20 08:45:28 Wednesday,Google,A
U626406,2022-04-20 09:20:29 Wednesday,Google,B
U465605,2022-04-20 10:51:00 Wednesday,Google,A
U746481,2022-04-20 11:59:12 Wednesday,Google,A
U888511,2022-04-20 12:06:21 Wednesday,TikTok,A
U963215,2022-04-20 12:09:04 Wednesday,TikTok,B
U922003,2022-04-20 12:48:47 Wednesday,Meta,A
U903519,2022-04-20 15:00:34 Wednesday,Meta,B
U361515,2022-04-20 15:39:11 Wednesday,Meta,A
U438327,2022-04-20 15:44:02 Wednesday,TikTok,A
U861925,2022-04-20 16:03:31 Wednesday,Google,A
U328335,2022-04-20 16:44:35 Wednesday,Meta,A
U225392,2022-04-20 16:56:25 Wednesday,Google,A
U148888,2022-04-20 17:01:42 Wednesday,Meta,B
U175506,2022-04-20 18:11:02 Wednesday,Google,B
U920860,2022-04-20 18:17:31 Wednesday,Meta,B
U319979,2022-04-20 18:47:00 Wednesday,Twitter,A
U621596,2022-04-20 19:30:25 Wednesday,Google,A
U839057,2022-04-20 20:15:55 Wednesday,TikTok,B
U266740,2022-04-20 20:29:44 Wednesday,Twitter,B
U254334,2022-04-20 20:32:11 Wednesday,TikTok,A
U133785,2022-04-20 20:58:04 Wednesday,Meta,A
U296569,2022-04-20 21:25:57 Wednesday,Meta,B
U581446,2022-04-20 23:06:18 Wednesday,TikTok,B
U127677,2022-04-20 23:19:58 Wednesday,TikTok,A
U391043,2022-04-21 00:22:16 Thursday,Google,B
U218040,2022-04-21 00:43:27 Thursday,Google,A
U393430,2022-04-21 01:24:38 Thursday,TikTok,A
U671253,2022-04-21 01:27:29 Thursday,Twitter,A
U816657,2022-04-21 01:30:56 Thursday,Meta,B
U372608,2022-04-21 01:40:16 Thursday,TikTok,A
U720483,2022-04-21 04:18:45 Thursday,Google,B
U912026,2022-04-21 05:31:02 Thursday,Google,B
U689037,2022-04-21 05:37:54 Thursday,Meta,A
U371534,2022-04-21 06:23:50 Thursday,Meta,B
U230928,2022-04-21 08:44:23 Thursday,TikTok,B
U745160,2022-04-21 08:44:55 Thursday,TikTok,B
U218787,2022-04-21 09:48:26 Thursday,Meta,B
U491258,2022-04-21 11:28:51 Thursday,TikTok,B
U207519,2022-04-21 13:13:08 Thursday,Meta,B
U827125,2022-04-21 13:15:25 Thursday,Google,B
U374492,2022-04-21 14:00:45 Thursday,TikTok,B
U689421,2022-04-21 14:33:25 Thursday,Meta,B
U153098,2022-04-21 14:46:37 Thursday,Meta,A
U393436,2022-04-21 14:51:02 Thursday,Meta,A
U505241,2022-04-21 15:29:12 Thursday,Meta,B
U427414,2022-04-21 15:32:19 Thursday,Twitter,B
U443020,2022-04-21 15:34:20 Thursday,Twitter,A
U956933,2022-04-21 16:47:25 Thursday,Meta,B
U669834,2022-04-21 17:34:05 Thursday,Meta,A
U235553,2022-04-21 18:02:14 Thursday,Google,A
U773343,2022-04-21 18:12:56 Thursday,Google,A
U864771,2022-04-21 18:40:01 Thursday,Google,B
U964027,2022-04-21 18:44:33 Thursday,Twitter,A
U609247,2022-04-21 19:14:14 Thursday,Twitter,A
U990352,2022-04-21 19:30:33 Thursday,Google,B
U543894,2022-04-21 19:39:52 Thursday,TikTok,B
U435241,2022-04-21 19:53:49 Thursday,Twitter,A
U265350,2022-04-21 20:04:13 Thursday,Twitter,A
U489568,2022-04-21 20:28:38 Thursday,Meta,B
U540378,2022-04-21 21:05:21 Thursday,TikTok,A
U669540,2022-04-21 21:06:37 Thursday,Google,B
U484927,2022-04-21 21:16:57 Thursday,Google,A
U878977,2022-04-21 22:19:55 Thursday,TikTok,A
U313664,2022-04-21 23:16:36 Thursday,Meta,B
U438643,2022-04-21 23:49:36 Thursday,Meta,A
U182195,2022-04-22 00:30:09 Friday,TikTok,A
U922754,2022-04-22 00:44:01 Friday,Meta,A
U379350,2022-04-22 01:27:29 Friday,Meta,A
U394360,2022-04-22 02:06:15 Friday,Google,A
U320665,2022-04-22 02:27:13 Friday,TikTok,A
U589589,2022-04-22 02:30:22 Friday,Twitter,A
U405128,2022-04-22 03:23:46 Friday,Meta,B
U857687,2022-04-22 04:03:08 Friday,Google,B
